#,Patient Code,PAT id(SSAM),Accession,Name,Species-group,Species,Group,Subtype,Country,Sampling Year,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
5270,1176,2700,U93621,RU1176_24_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5271,1176,2700,U93622,RU1176_25_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5272,1176,2700,U93623,RU1176_25_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5273,1176,2700,U93624,RU1176_27_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5274,1176,2700,U93625,RU1176_27_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5275,1176,2700,U93626,RU1176_DS,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,864,1227,364,HIV-1
5276,1187,1323,U93627,RU1187_22_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5277,1187,1323,U93628,RU1187_22_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5278,1187,1323,U93629,RU1187_23_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5279,1187,1323,U93630,RU1187_23_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5280,1187,1323,U93631,RU1187_24_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5281,1187,1323,U93632,RU1187_24_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5282,1187,1323,U93633,RU1187_25_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5283,1187,1323,U93634,RU1187_c25_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5284,1190,2701,U93635,RU1190_20_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5285,1190,2701,U93636,RU1190_22_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5286,1190,2701,U93637,RU1190_24_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5287,1190,2701,U93638,RU1190_25_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5288,1190,2701,U93639,RU1190_25_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5289,1190,2701,U93640,RU1190_26_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5290,1190,2701,U93641,RU1190_28_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5291,1193,1324,U93642,RU1193_3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5292,1193,1324,U93643,RU1193_6,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5293,1193,1324,U93644,RU1193_DS,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,864,1227,364,HIV-1
5294,1194,13961,U93645,RU1194_7,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5295,1194,13961,U93646,RU1194_8,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5296,1194,13961,U93647,RU1194_9,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5297,1195,1319,U93648,RU1195_30_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5298,1195,1319,U93649,RU1195_30_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5299,1195,1319,U93650,RU1195_31_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5300,1195,1319,U93651,RU1195_36,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5301,1195,1319,U93652,RU1195_32,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5302,1195,1319,U93653,RU1195_37,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5303,1195,1319,U93654,RU1195_DS,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,864,1227,364,HIV-1
5304,1196,1329,U93655,RU1196_11,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5305,1196,1329,U93656,RU1196_12,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5306,1196,1329,U93657,RU1196_15,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5307,1196,1329,U93658,RU1196_18,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5308,1197,1320,U93659,RU1197_42_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5309,1197,1320,U93660,RU1197_44_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5310,1197,1320,U93661,RU1197_47_c2v3,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7041,7259,216,HIV-1
5311,1197,1320,U93662,RU1197_47_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5312,1197,1320,U93663,RU1197_40_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5313,1197,1320,U93664,RU1197_48_v4v5,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1996,7377,7634,252,HIV-1
5314,1127,1325,U93666,UA1127_28_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5315,1127,1325,U93667,UA1127_28_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5316,1127,1325,U93668,UA1127_28d_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5317,1127,1325,U93669,UA1127_28a_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5318,1127,1325,U93670,UA1127_DS,PLV,HIV-1,M,A,UKRAINE,1996,864,1227,364,HIV-1
5319,1132,1321,U93671,UA1132_1_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5320,1132,1321,U93672,UA1132_1_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5321,1132,1321,U93673,UA1132_2_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5322,1132,1321,U93674,UA1132_1a_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5323,1132,1321,U93675,UA1132_3_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5324,1165,1328,U93677,UA1165_19_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5325,1165,1328,U93678,UA1165_24_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5326,1165,1328,U93679,UA1165_25_c2v3,PLV,HIV-1,M,A,UKRAINE,1996,7041,7259,216,HIV-1
5327,1165,1328,U93680,UA1165_25_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5328,1165,1328,U93681,UA1165_25a_v4v5,PLV,HIV-1,M,A,UKRAINE,1996,7377,7634,252,HIV-1
5329,1165,1328,U93682,UA1165_DS,PLV,HIV-1,M,A,UKRAINE,1996,864,1227,364,HIV-1
5330,,,X94397,ILBC41,PLV,HIV-1,M,A,ISRAEL,,6997,7349,344,HIV-1
5331,,,Y14364,95ML3665,PLV,HIV-1,M,A,MALI,1995,6999,7331,327,HIV-1
5332,,,Y14412,93PL10,PLV,HIV-1,M,A,CUBA,1993,7008,7338,325,HIV-1
5333,,,Y14418,93CU044,PLV,HIV-1,M,A,CUBA,1993,7008,7338,325,HIV-1
5334,,,Y16074,UA1,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,1108,1631,524,HIV-1
5335,,,Y16612,B12,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1213,1845,633,HIV-1
5336,,,Y16614,B16,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1212,1845,634,HIV-1
5337,,,Y16615,B18,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1212,1845,634,HIV-1
5338,,,Y16616,B20,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1212,1845,634,HIV-1
5339,,,Y16617,B22,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1212,1845,634,HIV-1
5340,,,Y16618,B24,PLV,HIV-1,M,A,CENTRAL AFRICAN REPUBLIC,,1212,1845,634,HIV-1
5341,52,5130,Y18590,RE52_HIVY18590,PLV,HIV-1,M,A,REUNION,1997,7026,7503,467,HIV-1
5342,53,5135,Y18592,RE53_HIVY18592,PLV,HIV-1,M,A,REUNION,1997,7044,7434,384,HIV-1
5343,1,5131,Y18593,RE01_HIVY18593,PLV,HIV-1,M,A,REUNION,1997,7026,7557,526,HIV-1
5344,50,5136,Y18594,RE50_HIVY18594,PLV,HIV-1,M,A,REUNION,1997,7037,7470,416,HIV-1
5345,51,5137,Y18598,RE51_HIVY18598,PLV,HIV-1,M,A,REUNION,1997,6970,7313,338,HIV-1
5346,1033,24100,Z23177,BL1033C4_AV3AAG,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5347,1033,24100,Z23182,BL1033C12_AV3AAE,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5348,1033,24100,Z23183,BL1033C2_AV3AAF,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5349,1033,24100,Z23184,BL1022C9_AV3AAH,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5350,1033,24100,Z23221,CSF1033C12_AV3ABS,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5351,1033,24100,Z23222,CSF1033C4_AV3ABT,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5352,1033,24100,Z23223,CSF1033C5_AV3ABU,PLV,HIV-1,M,A,UGANDA,1988,7035,7270,233,HIV-1
5353,,,Z33476,33422_GAGC,PLV,HIV-1,M,A,UNITED KINGDOM,,1332,1590,259,HIV-1
5354,564-baby,2510,Z47881,C564_01,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5355,564-mother,2511,Z47882,M564_M12_01,PLV,HIV-1,M,A,RWANDA,,7032,7313,278,HIV-1
5356,564-mother,2511,Z47883,M564_M12_02,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5357,564-mother,2511,Z47884,M564_M12_03,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5358,564-mother,2511,Z47885,M564_M12_04,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5359,564-mother,2511,Z47886,M564_M12_05,PLV,HIV-1,M,A,RWANDA,,7032,7313,282,HIV-1
5360,564-mother,2511,Z47887,M564_M12_06,PLV,HIV-1,M,A,RWANDA,,7032,7313,282,HIV-1
5361,564-mother,2511,Z47888,M564_M12_07,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5362,564-mother,2511,Z47889,M564_M12_08,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5363,564-mother,2511,Z47890,M564_M12_09,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5364,564-mother,2511,Z47891,M564_M12_10,PLV,HIV-1,M,A,RWANDA,,7032,7313,273,HIV-1
5365,564-mother,2511,Z47892,M564_M30_01,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5366,564-mother,2511,Z47893,M564_M30_02,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5367,564-mother,2511,Z47894,M564_M30_03,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5368,564-mother,2511,Z47895,M564_M30_04,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5369,564-mother,2511,Z47896,M564_M30_05,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5370,564-mother,2511,Z47897,M564_M30_06,PLV,HIV-1,M,A,RWANDA,,7032,7313,282,HIV-1
5371,564-mother,2511,Z47898,M564_M30_07,PLV,HIV-1,M,A,RWANDA,,7032,7313,282,HIV-1
5372,564-mother,2511,Z47899,M564_M30_08,PLV,HIV-1,M,A,RWANDA,,7032,7313,282,HIV-1
5373,564-mother,2511,Z47900,M564_M30_09,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5374,564-mother,2511,Z47901,M564_M30_10,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5375,564-mother,2511,Z47902,M564_M30_11,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5376,564-baby,2510,Z47951,C564_01,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5377,564-baby,2510,Z47952,C564_02,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5378,564-baby,2510,Z47953,C564_03,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5379,564-baby,2510,Z47954,C564_04,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5380,564-baby,2510,Z47955,C564_05,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5381,564-baby,2510,Z47956,C564_06,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5382,564-mother,2511,Z47957,M564_M12_01,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5383,564-mother,2511,Z47958,M564_M12_02,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5384,564-mother,2511,Z47959,M564_M12_03,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5385,564-mother,2511,Z47960,M564_M12_04,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5386,564-mother,2511,Z47961,M564_M12_05,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5387,564-mother,2511,Z47962,M564_M12_06,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5388,564-mother,2511,Z47963,M564_M12_07,PLV,HIV-1,M,A,RWANDA,,860,1248,389,HIV-1
5389,564-mother,2511,Z47964,M564_M12_08,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5390,564-mother,2511,Z47965,M564_M12_09,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5391,564-mother,2511,Z47966,G3M201,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5392,564-mother,2511,Z47967,G3M202,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5393,564-mother,2511,Z47968,G3M203,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5394,564-mother,2511,Z47969,G3M204,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5395,564-mother,2511,Z47970,G3M205,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5396,564-mother,2511,Z47971,G3M206,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5397,564-mother,2511,Z47972,G3M207,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5398,564-mother,2511,Z48010,G3M208,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5399,564-mother,2511,Z48011,G3M209,PLV,HIV-1,M,A,NETHERLANDS,,859,1248,390,HIV-1
5400,074-baby,2520,Z75958,C074,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5401,081-baby,2507,Z75959,C081_01,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5402,081-baby,2507,Z75960,C081_02,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5403,081-baby,2507,Z75961,C081_03,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5404,081-baby,2507,Z75962,C081_04,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5405,081-baby,2507,Z75963,C081_05,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5406,081-baby,2507,Z75964,C081_06,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5407,081-baby,2507,Z75965,C081_07,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5408,081-baby,2507,Z75966,C081_08,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5409,081-baby,2507,Z75967,C081_09,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5410,081-baby,2507,Z75968,C081_10,PLV,HIV-1,M,A,RWANDA,,7032,7313,276,HIV-1
5411,081-baby,2507,Z75969,C081_01,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5412,081-baby,2507,Z75970,C081_04,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5413,081-baby,2507,Z75971,C081_06,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5414,081-baby,2507,Z75972,C081_07,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5415,081-baby,2507,Z75973,C081_08,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5416,081-baby,2507,Z75974,C081_09,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5417,081-baby,2507,Z75975,C081_10,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5418,081-baby,2507,Z75976,C081_11,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5419,081-baby,2507,Z75977,C081_13,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5420,081-baby,2507,Z75978,C081_14,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5421,081-mother,2508,Z75979,M081_01,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5422,081-mother,2508,Z75980,M081_02,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5423,081-mother,2508,Z75981,M081_03,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5424,081-mother,2508,Z75982,M081_05,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5425,081-mother,2508,Z75983,M081_06,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5426,081-mother,2508,Z75984,M081_07,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5427,081-mother,2508,Z75985,M081_08,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5428,081-mother,2508,Z75986,M081_09,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5429,081-mother,2508,Z75987,M081_10,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,275,HIV-1
5430,081-mother,2508,Z75988,M081_11,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,276,HIV-1
5431,081-mother,2508,Z75989,M081_02,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5432,081-mother,2508,Z75990,M081_05,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5433,081-mother,2508,Z75991,M081_06,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5434,081-mother,2508,Z75992,M081_07,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5435,081-mother,2508,Z75993,M081_10,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5436,081-mother,2508,Z75994,M081_11,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5437,081-mother,2508,Z75995,M081_13,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5438,081-mother,2508,Z75996,M081_14,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5439,081-mother,2508,Z75997,M081_15,PLV,HIV-1,M,A,RWANDA,1989,859,1248,390,HIV-1
5440,082-baby,2509,Z75998,C082_02,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5441,082-baby,2509,Z75999,C082_03,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,272,HIV-1
5442,082-baby,2509,Z76000,C082_04,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5443,082-baby,2509,Z76001,C082_07,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5444,082-baby,2509,Z76002,C082_08,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5445,082-baby,2509,Z76003,C082_09,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5446,082-baby,2509,Z76004,C082_11,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5447,082-baby,2509,Z76005,C082_14,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5448,082-baby,2509,Z76006,C082_15,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5449,082-baby,2509,Z76007,C082_17,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5450,082-baby,2509,Z76008,C082_22,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5451,082-baby,2509,Z76009,C082_24,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5452,082-baby,2509,Z76010,C082_01,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5453,082-baby,2509,Z76011,C082_02,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5454,082-baby,2509,Z76012,C082_03,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5455,082-baby,2509,Z76013,C082_04,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5456,082-baby,2509,Z76014,C082_05,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5457,082-baby,2509,Z76015,C082_07,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5458,082-baby,2509,Z76016,C082_10,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5459,082-baby,2509,Z76017,C082_12,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5460,082-baby,2509,Z76018,C082_13,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5461,082-baby,2509,Z76019,C082_14,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5462,082-mother,2512,Z76020,M082_02,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5463,082-mother,2512,Z76021,M082_03,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5464,082-mother,2512,Z76022,M082_04,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5465,082-mother,2512,Z76023,M082_05,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5466,082-mother,2512,Z76024,M082_06,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5467,082-mother,2512,Z76025,M082_07,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5468,082-mother,2512,Z76026,M082_10,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5469,082-mother,2512,Z76027,M082_11,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5470,082-mother,2512,Z76028,M082_12,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5471,082-mother,2512,Z76029,M082_14,PLV,HIV-1,M,A,RWANDA,1990,7032,7313,273,HIV-1
5472,082-mother,2512,Z76030,M082_03,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5473,082-mother,2512,Z76031,M082_15,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5474,082-mother,2512,Z76032,M082_08,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5475,082-mother,2512,Z76033,M082_10,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5476,082-mother,2512,Z76034,M082_13,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5477,082-mother,2512,Z76035,M082_15,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5478,082-mother,2512,Z76036,M082_16,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5479,082-mother,2512,Z76037,M082_18,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5480,082-mother,2512,Z76038,M082_19,PLV,HIV-1,M,A,RWANDA,1990,859,1248,390,HIV-1
5481,226-mother,2519,Z76046,M226_e,PLV,HIV-1,M,A,RWANDA,,7032,7313,273,HIV-1
5482,226-mother,2519,Z76047,N266_g,PLV,HIV-1,M,A,RWANDA,,859,1248,390,HIV-1
5483,439-mother,368,Z76048,M439_01,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,272,HIV-1
5484,439-mother,368,Z76049,M439_03,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5485,439-mother,368,Z76050,M439_05,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5486,439-mother,368,Z76051,M439_06,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5487,439-mother,368,Z76052,M439_09,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5488,439-mother,368,Z76053,M439_12,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5489,439-mother,368,Z76054,M439_15,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5490,439-mother,368,Z76055,M439_16,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5491,439-mother,368,Z76056,M439_20,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5492,439-mother,368,Z76057,M439_21,PLV,HIV-1,M,A,RWANDA,1989,7032,7313,273,HIV-1
5493,564-baby,2510,Z76074,C564_01,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5494,564-baby,2510,Z76075,C564_02,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5495,564-baby,2510,Z76076,C564_04,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5496,564-baby,2510,Z76077,C564_06,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5497,564-baby,2510,Z76078,C564_08,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5498,564-baby,2510,Z76079,C564_09,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5499,564-baby,2510,Z76080,C564_10,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
5500,564-baby,2510,Z76081,C564_11,PLV,HIV-1,M,A,RWANDA,,7032,7313,279,HIV-1
