sequenceID	taxonomy	locus_numeric_id	classifier	taxonomy.locus_numeric_id	organism	erv_structure	original	locus_structure	sequence_length	scaffold	orientation	extract_start	extract_end	assigned_name	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings
ERV-RELIK.19-Lepus_timidus-provirus	RELIK	19	ERV	RELIK.19	Lepus_timidus	provirus	19	LTR[RELIK(+)]-pol[RELIK(+)]	3207	VUAX01000098.1	+	111875	115081	RELiK	62	595	4	1593	553	259	41.049	8.09	76	9
ERV-RELIK.20-Lepus_timidus-provirus	RELIK	20	ERV	RELIK.20	Lepus_timidus	provirus	20	gag[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]	3068	CM019675.1	+	76393484	76396551	RELiK	201	518	5	958	319	144	40.439	3.46	54	2
ERV-RELIK.21-Lepus_timidus-provirus	RELIK	21	ERV	RELIK.21	Lepus_timidus	provirus	21	pol[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	2777	CM019681.1	+	55751871	55754647	RELiK	2388	2601	1068	1709	214	392	92.056	0	1	0
ERV-RELIK.22-Lepus_timidus-provirus	RELIK	22	ERV	RELIK.22	Lepus_timidus	provirus	22	gag[RELIK(+)]-pol[RELIK(+)]	2469	CM019672.1	+	2071901	2074369	RELiK	398	969	2	1714	572	649	77.622	0	1	1
ERV-RELIK.23-Lepus_timidus-provirus	RELIK	23	ERV	RELIK.23	Lepus_timidus	provirus	23	env[RELIK(+)]	2448	CM019672.1	+	17578225	17580672	RELiK	2076	2680	627	2447	607	755	77.595	0	1	2
ERV-RELIK.24-Lepus_timidus-provirus	RELIK	24	ERV	RELIK.24	Lepus_timidus	provirus	24	env[RELIK(-)]-gag[RELIK(-)]	2019	CM019671.1	-	81823233	81825251	RELiK	204	595	2	1177	393	186	40.458	1.1	51	2
ERV-RELIK.25-Lepus_timidus-provirus	RELIK	25	ERV	RELIK.25	Lepus_timidus	provirus	25	gag[RELIK(-)]-gag[RELIK(-)]	998	VUAX01000268.1	-	2965368	2966365	RELiK	366	534	490	996	169	94.4	45.562	1.27	23	0
ERV-RELIK.26-Lepus_timidus-provirus	RELIK	26	ERV	RELIK.26	Lepus_timidus	provirus	26	env[RELIK(+)]	572	VUAX01000019.1	+	2169	2740	RELiK	2409	2519	3	335	111	181	83.784	6.14	86	0
ERV-RELIK.27-Lepus_timidus-LTR	RELIK	27	ERV	RELIK.27	Lepus_timidus	solo LTR	27	LTR[RELIK(-)]-LTR[RELIK(-)]	567	CM019682.1	-	27065336	27065902	RELiK	2799	2956	47	565	182	172	62.088	2.32	52	4
ERV-RELIK.28-Lepus_timidus-LTR	RELIK	28	ERV	RELIK.28	Lepus_timidus	solo LTR	28	LTR[RELIK(+)]-LTR[RELIK(+)]	555	CM019670.1	+	165120519	165121073	RELiK	2799	2956	44	553	179	192	68.715	2.72	59	4
ERV-RELIK.29-Lepus_timidus-LTR	RELIK	29	ERV	RELIK.29	Lepus_timidus	solo LTR	29	LTR[RELIK(+)]	520	CM019682.1	+	6104130	6104649	RELiK	2799	2895	35	298	97	120	72.165	9.36	51	1
ERV-RELIK.30-Lepus_timidus-LTR	RELIK	30	ERV	RELIK.30	Lepus_timidus	solo LTR	30	LTR[RELIK(+)]	498	CM019690.1	+	91732782	91733279	RELiK	2807	2956	20	496	159	233	83.019	5.83	74	1
ERV-RELIK.31-Lepus_timidus-LTR	RELIK	31	ERV	RELIK.31	Lepus_timidus	solo LTR	31	LTR[RELIK(-)]	498	VUAX01000529.1	-	12413	12910	RELiK	2807	2954	20	490	157	191	77.707	3.31	59	1
ERV-RELIK.32-Lepus_timidus-LTR	RELIK	32	ERV	RELIK.32	Lepus_timidus	solo LTR	32	LTR[RELIK(-)]	494	CM019681.1	-	134527132	134527625	RELiK	2792	2956	1	492	169	181	70.414	1.03	55	2
ERV-RELIK.33-Lepus_timidus-LTR	RELIK	33	ERV	RELIK.33	Lepus_timidus	solo LTR	33	LTR[RELIK(-)]	493	CM019670.1	-	169444516	169445008	RELiK	2792	2953	1	483	162	206	77.778	1.57	64	1
ERV-RELIK.34-Lepus_timidus-LTR	RELIK	34	ERV	RELIK.34	Lepus_timidus	solo LTR	34	LTR[RELIK(-)]	489	VUAX01003350.1	-	7714	8202	RELiK	1	119	1	351	119	146	83.193	1.26	43	1
ERV-RELIK.35-Lepus_timidus-LTR	RELIK	35	ERV	RELIK.35	Lepus_timidus	solo LTR	35	LTR[RELIK(+)]	488	CM019677.1	+	112821681	112822168	RELiK	2799	2908	48	350	110	142	73.636	1.97	42	1
ERV-RELIK.36-Lepus_timidus-LTR	RELIK	36	ERV	RELIK.36	Lepus_timidus	solo LTR	36	LTR[RELIK(-)]	486	CM019683.1	-	51986848	51987333	RELiK	2799	2909	21	350	111	147	77.477	5.94	44	1
ERV-RELIK.37-Lepus_timidus-LTR	RELIK	37	ERV	RELIK.37	Lepus_timidus	solo LTR	37	LTR[RELIK(-)]	479	CM019670.1	-	159491103	159491581	RELiK	2893	2956	286	477	64	109	92.188	8.7	31	0
ERV-RELIK.38-Lepus_timidus-LTR	RELIK	38	ERV	RELIK.38	Lepus_timidus	solo LTR	38	LTR[RELIK(-)]	471	CM019669.1	-	187305206	187305676	RELiK	2799	2898	48	326	100	117	70	5.41	48	1
ERV-RELIK.39-Lepus_timidus-LTR	RELIK	39	ERV	RELIK.39	Lepus_timidus	solo LTR	39	LTR[RELIK(-)]	467	VUAX01000388.1	-	60266	60732	RELiK	17	121	3	302	105	150	80	1.85	45	1
ERV-RELIK.40-Lepus_timidus-LTR	RELIK	40	ERV	RELIK.40	Lepus_timidus	solo LTR	40	LTR[RELIK(+)]	465	CM019678.1	+	2879848	2880312	RELiK	2848	2950	155	463	103	163	85.437	1.89	52	0
ERV-RELIK.41-Lepus_timidus-LTR	RELIK	41	ERV	RELIK.41	Lepus_timidus	solo LTR	41	LTR[RELIK(-)]	464	CM019670.1	-	150887031	150887494	RELiK	2904	2956	304	462	53	89	92.453	8.98	42	0
ERV-RELIK.42-Lepus_timidus-LTR	RELIK	42	ERV	RELIK.42	Lepus_timidus	solo LTR	42	LTR[RELIK(-)]	462	CM019676.1	-	39299204	39299665	RELiK	2807	2956	20	460	159	137	59.748	6.96	41	4
ERV-RELIK.43-Lepus_timidus-LTR	RELIK	43	ERV	RELIK.43	Lepus_timidus	solo LTR	43	LTR[RELIK(-)]	460	VUAX01000333.1	-	302382	302841	RELiK	2792	2900	1	333	113	120	65.487	1.3	34	2
ERV-RELIK.44-Lepus_timidus-LTR	RELIK	44	ERV	RELIK.44	Lepus_timidus	solo LTR	44	LTR[RELIK(+)]	459	CM019684.1	+	80964959	80965417	RELiK	2792	2885	1	282	94	127	75.532	1.95	50	0
ERV-RELIK.45-Lepus_timidus-LTR	RELIK	45	ERV	RELIK.45	Lepus_timidus	solo LTR	45	LTR[RELIK(+)]	459	CM019681.1	+	117829668	117830126	RELiK	1	118	1	363	121	167	80.992	1.97	51	1
ERV-RELIK.46-Lepus_timidus-LTR	RELIK	46	ERV	RELIK.46	Lepus_timidus	solo LTR	46	LTR[RELIK(+)]	459	CM019672.1	+	35035801	35036259	RELiK	2792	2866	1	225	75	102	76	1.14	58	0
ERV-RELIK.47-Lepus_timidus-LTR	RELIK	47	ERV	RELIK.47	Lepus_timidus	solo LTR	47	LTR[RELIK(-)]	457	CM019671.1	-	114788614	114789070	RELiK	1	165	1	456	168	142	79.167	2.37	42	3
ERV-RELIK.48-Lepus_timidus-LTR	RELIK	48	ERV	RELIK.48	Lepus_timidus	solo LTR	48	LTR[RELIK(-)]	456	CM019671.1	-	116035332	116035787	RELiK	2842	2925	115	360	84	125	80.952	1.26	45	1
ERV-RELIK.49-Lepus_timidus-LTR	RELIK	49	ERV	RELIK.49	Lepus_timidus	solo LTR	49	LTR[RELIK(-)]	454	CM019670.1	-	71731009	71731462	RELiK	2799	2947	2	448	156	176	69.872	2.53	54	2
ERV-RELIK.50-Lepus_timidus-LTR	RELIK	50	ERV	RELIK.50	Lepus_timidus	solo LTR	50	LTR[RELIK(+)]	453	CM019682.1	+	22381582	22382034	RELiK	1	105	1	312	105	175	88.571	4.84	57	1
ERV-RELIK.51-Lepus_timidus-LTR	RELIK	51	ERV	RELIK.51	Lepus_timidus	solo LTR	51	LTR[RELIK(+)]	453	CM019675.1	+	158464860	158465312	RELiK	2824	2920	52	339	97	142	82.474	1.33	55	1
ERV-RELIK.52-Lepus_timidus-LTR	RELIK	52	ERV	RELIK.52	Lepus_timidus	solo LTR	52	LTR[RELIK(+)]	451	CM019679.1	+	46824293	46824743	RELiK	17	136	3	362	120	169	86.667	5.06	52	0
ERV-RELIK.53-Lepus_timidus-LTR	RELIK	53	ERV	RELIK.53	Lepus_timidus	solo LTR	53	LTR[RELIK(+)]	451	CM019690.1	+	42739412	42739862	RELiK	84	165	205	450	82	100	86.585	9.17	45	0
ERV-RELIK.54-Lepus_timidus-LTR	RELIK	54	ERV	RELIK.54	Lepus_timidus	solo LTR	54	LTR[RELIK(-)]	450	CM019683.1	-	95303503	95303952	RELiK	2799	2956	2	448	158	192	80.38	3.81	60	1
ERV-RELIK.55-Lepus_timidus-LTR	RELIK	55	ERV	RELIK.55	Lepus_timidus	solo LTR	55	LTR[RELIK(-)]	450	CM019679.1	-	45338264	45338713	RELiK	2799	2943	2	409	145	204	80	4.07	64	1
ERV-RELIK.56-Lepus_timidus-LTR	RELIK	56	ERV	RELIK.56	Lepus_timidus	solo LTR	56	LTR[RELIK(+)]	449	CM019683.1	+	40337457	40337905	RELiK	17	75	3	179	59	82.4	77.966	3.53	43	0
ERV-RELIK.57-Lepus_timidus-LTR	RELIK	57	ERV	RELIK.57	Lepus_timidus	solo LTR	57	LTR[RELIK(-)]	449	CM019676.1	-	33872785	33873233	RELiK	2792	2956	1	447	166	100	50	7.69	28	6
ERV-RELIK.58-Lepus_timidus-LTR	RELIK	58	ERV	RELIK.58	Lepus_timidus	solo LTR	58	LTR[RELIK(+)]	443	CM019670.1	+	147333578	147334020	RELiK	8	165	2	442	159	143	69.182	7.58	43	4
ERV-RELIK.59-Lepus_timidus-LTR	RELIK	59	ERV	RELIK.59	Lepus_timidus	solo LTR	59	LTR[RELIK(+)]	438	CM019670.1	+	104103441	104103878	RELiK	17	165	3	437	152	109	61.184	4.44	31	3
ERV-RELIK.60-Lepus_timidus-LTR	RELIK	60	ERV	RELIK.60	Lepus_timidus	solo LTR	60	LTR[RELIK(-)]	437	CM019670.1	-	108813812	108814248	RELiK	8	105	48	293	99	108	68.687	5.85	40	2
ERV-RELIK.61-Lepus_timidus-LTR	RELIK	61	ERV	RELIK.61	Lepus_timidus	solo LTR	61	LTR[RELIK(+)]	436	VUAX01000325.1	+	2941120	2941555	RELiK	17	146	3	380	132	133	70.455	2.02	39	2
ERV-RELIK.62-Lepus_timidus-LTR	RELIK	62	ERV	RELIK.62	Lepus_timidus	solo LTR	62	LTR[RELIK(+)]	436	CM019679.1	+	26311841	26312276	RELiK	2820	2900	28	306	93	107	66.667	3.64	30	1
ERV-RELIK.63-Lepus_timidus-LTR	RELIK	63	ERV	RELIK.63	Lepus_timidus	solo LTR	63	LTR[RELIK(-)]	435	CM019670.1	-	37647968	37648402	RELiK	2848	2931	109	360	84	145	89.286	1.89	47	0
ERV-RELIK.12-Lepus_timidus-LTR	RELIK	12	ERV	RELIK.12	Lepus_timidus	solo LTR	64	LTR[RELIK(-)]	433	CM019690.1	-	65127544	65127976	RELiK	2808	2956	3	431	151	166	70.861	4.09	51	3
ERV-RELIK.65-Lepus_timidus-LTR	RELIK	65	ERV	RELIK.65	Lepus_timidus	solo LTR	65	LTR[RELIK(-)]	429	CM019682.1	-	109700324	109700752	RELiK	2799	2956	32	427	159	104	52.83	1.79	29	4
ERV-RELIK.66-Lepus_timidus-LTR	RELIK	66	ERV	RELIK.66	Lepus_timidus	solo LTR	66	LTR[RELIK(-)]	421	CM019675.1	-	151238159	151238579	RELiK	2808	2956	3	419	153	104	54.902	1.93	29	4
ERV-RELIK.67-Lepus_timidus-LTR	RELIK	67	ERV	RELIK.67	Lepus_timidus	solo LTR	67	LTR[RELIK(-)]	420	CM019682.1	-	105152720	105153139	RELiK	2848	2898	129	281	51	85.1	86.275	5.03	42	0
ERV-RELIK.68-Lepus_timidus-LTR	RELIK	68	ERV	RELIK.68	Lepus_timidus	solo LTR	68	LTR[RELIK(+)]	419	CM019670.1	+	73265002	73265420	RELiK	2799	2947	2	418	149	174	73.826	4.39	54	3
ERV-RELIK.69-Lepus_timidus-LTR	RELIK	69	ERV	RELIK.69	Lepus_timidus	solo LTR	69	LTR[RELIK(-)]	418	CM019672.1	-	14600021	14600438	RELiK	2799	2900	2	316	114	132	70.175	1.68	46	2
ERV-RELIK.70-Lepus_timidus-LTR	RELIK	70	ERV	RELIK.70	Lepus_timidus	solo LTR	70	LTR[RELIK(+)]	413	CM019669.1	+	126418499	126418911	RELiK	2799	2900	2	280	102	123	71.569	5.52	54	1
ERV-RELIK.71-Lepus_timidus-LTR	RELIK	71	ERV	RELIK.71	Lepus_timidus	solo LTR	71	LTR[RELIK(+)]	413	CM019682.1	+	13719217	13719629	RELiK	2799	2900	2	280	102	123	72.549	4.08	50	1
ERV-RELIK.72-Lepus_timidus-LTR	RELIK	72	ERV	RELIK.72	Lepus_timidus	solo LTR	72	LTR[RELIK(+)]	409	CM019681.1	+	66534122	66534530	RELiK	8	112	2	286	105	128	80	5.57	38	1
ERV-RELIK.73-Lepus_timidus-LTR	RELIK	73	ERV	RELIK.73	Lepus_timidus	solo LTR	73	LTR[RELIK(+)]	409	CM019671.1	+	13431924	13432332	RELiK	17	107	3	269	91	108	84.615	1.67	44	1
ERV-RELIK.74-Lepus_timidus-LTR	RELIK	74	ERV	RELIK.74	Lepus_timidus	solo LTR	74	LTR[RELIK(+)]	408	CM019681.1	+	90975146	90975553	RELiK	59	165	78	407	110	139	80	3.91	42	1
ERV-RELIK.75-Lepus_timidus-LTR	RELIK	75	ERV	RELIK.75	Lepus_timidus	solo LTR	75	LTR[RELIK(-)]	405	CM019685.1	-	30176548	30176952	RELiK	16	122	20	286	107	85.1	53.271	9.32	23	2
ERV-RELIK.76-Lepus_timidus-LTR	RELIK	76	ERV	RELIK.76	Lepus_timidus	solo LTR	76	LTR[RELIK(-)]	403	CM019676.1	-	40572395	40572797	RELiK	2809	2956	6	401	153	115	56.209	1.65	33	4
ERV-RELIK.77-Lepus_timidus-LTR	RELIK	77	ERV	RELIK.77	Lepus_timidus	solo LTR	77	LTR[RELIK(-)]	403	CM019681.1	-	58081531	58081933	RELiK	8	93	2	223	86	97.4	67.442	3.73	32	2
ERV-RELIK.78-Lepus_timidus-LTR	RELIK	78	ERV	RELIK.78	Lepus_timidus	solo LTR	78	LTR[RELIK(+)]	402	CM019672.1	+	31162555	31162956	RELiK	33	90	49	222	58	94.7	87.931	4.04	26	0
ERV-RELIK.79-Lepus_timidus-LTR	RELIK	79	ERV	RELIK.79	Lepus_timidus	solo LTR	79	LTR[RELIK(+)]	395	CM019676.1	+	52801350	52801744	RELiK	2849	2956	70	393	108	180	90.741	3.91	56	0
ERV-RELIK.80-Lepus_timidus-LTR	RELIK	80	ERV	RELIK.80	Lepus_timidus	solo LTR	80	LTR[RELIK(+)]	395	CM019675.1	+	45837353	45837747	RELiK	2849	2956	70	393	108	180	89.815	4.79	56	0
ERV-RELIK.81-Lepus_timidus-LTR	RELIK	81	ERV	RELIK.81	Lepus_timidus	solo LTR	81	LTR[RELIK(-)]	395	CM019676.1	-	27979629	27980023	RELiK	58	165	71	394	108	160	78.704	4.44	49	0
ERV-RELIK.82-Lepus_timidus-LTR	RELIK	82	ERV	RELIK.82	Lepus_timidus	solo LTR	82	LTR[RELIK(-)]	390	CM019673.1	-	6935978	6936367	RELiK	2858	2956	95	388	103	85.1	57.282	1.09	26	3
ERV-RELIK.83-Lepus_timidus-LTR	RELIK	83	ERV	RELIK.83	Lepus_timidus	solo LTR	83	LTR[RELIK(-)]	388	CM019679.1	-	19655068	19655455	RELiK	37	165	1	387	129	154	78.295	6.85	47	0
ERV-RELIK.84-Lepus_timidus-LTR	RELIK	84	ERV	RELIK.84	Lepus_timidus	solo LTR	84	LTR[RELIK(+)]	381	CM019690.1	+	40184445	40184825	RELiK	2835	2956	20	379	122	170	85.246	1.11	52	1
ERV-RELIK.85-Lepus_timidus-LTR	RELIK	85	ERV	RELIK.85	Lepus_timidus	solo LTR	85	LTR[RELIK(-)]	380	CM019682.1	-	34154369	34154748	RELiK	44	161	21	368	118	166	77.966	2.24	51	1
ERV-RELIK.77-Lepus_timidus-LTR	RELIK	77	ERV	RELIK.77	Lepus_timidus	solo LTR	86	LTR[RELIK(-)]	377	CM019687.1	-	50613982	50614358	RELiK	17	112	3	302	100	147	84	9.48	45	1
ERV-RELIK.87-Lepus_timidus-LTR	RELIK	87	ERV	RELIK.87	Lepus_timidus	solo LTR	87	LTR[RELIK(+)]	366	CM019670.1	+	153743728	153744093	RELiK	46	129	2	259	86	132	83.721	1.97	39	1
ERV-RELIK.88-Lepus_timidus-LTR	RELIK	88	ERV	RELIK.88	Lepus_timidus	solo LTR	88	LTR[RELIK(-)]	364	CM019670.1	-	138442411	138442774	RELiK	2837	2954	1	357	128	93.2	55.469	8.13	26	3
ERV-RELIK.89-Lepus_timidus-LTR	RELIK	89	ERV	RELIK.89	Lepus_timidus	solo LTR	89	LTR[RELIK(-)]	355	CM019669.1	-	136112182	136112536	RELiK	37	165	1	354	138	92	54.348	1.79	25	6
ERV-RELIK.90-Lepus_timidus-LTR	RELIK	90	ERV	RELIK.90	Lepus_timidus	solo LTR	90	LTR[RELIK(+)]	353	CM019676.1	+	6189633	6189985	RELiK	2840	2956	1	351	117	185	88.034	4.39	58	0
ERV-RELIK.91-Lepus_timidus-LTR	RELIK	91	ERV	RELIK.91	Lepus_timidus	solo LTR	91	LTR[RELIK(-)]	331	CM019671.1	-	83871187	83871517	RELiK	1	121	1	330	126	109	62.698	9.6	32	4
ERV-RELIK.92-Lepus_timidus-LTR	RELIK	92	ERV	RELIK.92	Lepus_timidus	solo LTR	92	LTR[RELIK(+)]	326	CM019686.1	+	36265652	36265977	RELiK	2857	2938	27	272	82	104	80.488	6.18	30	0
ERV-RELIK.93-Lepus_timidus-LTR	RELIK	93	ERV	RELIK.93	Lepus_timidus	solo LTR	93	LTR[RELIK(+)]	319	CM019670.1	+	23514542	23514860	RELiK	63	165	10	318	103	117	74.757	1.84	34	0
ERV-RELIK.94-Lepus_timidus-LTR	RELIK	94	ERV	RELIK.94	Lepus_timidus	solo LTR	94	LTR[RELIK(-)]	318	CM019670.1	-	41233871	41234188	RELiK	2858	2956	29	316	99	134	79.798	2.08	40	1
ERV-RELIK.95-Lepus_timidus-LTR	RELIK	95	ERV	RELIK.95	Lepus_timidus	solo LTR	95	LTR[RELIK(+)]	316	CM019677.1	+	112342102	112342417	RELiK	2855	2941	11	271	87	137	82.759	1.82	41	0
ERV-RELIK.96-Lepus_timidus-LTR	RELIK	96	ERV	RELIK.96	Lepus_timidus	solo LTR	96	LTR[RELIK(+)]	315	CM019670.1	+	164659436	164659750	RELiK	2874	2956	65	313	83	115	81.928	7.64	34	0
ERV-RELIK.97-Lepus_timidus-LTR	RELIK	97	ERV	RELIK.97	Lepus_timidus	solo LTR	97	LTR[RELIK(+)]	313	CM019680.1	+	90002580	90002892	RELiK	2853	2931	1	237	79	117	82.278	1.18	34	0
ERV-RELIK.98-Lepus_timidus-LTR	RELIK	98	ERV	RELIK.98	Lepus_timidus	solo LTR	98	LTR[RELIK(-)]	311	CM019690.1	-	29075028	29075338	RELiK	2854	2956	1	309	103	154	85.437	1.33	47	0
ERV-RELIK.99-Lepus_timidus-LTR	RELIK	99	ERV	RELIK.99	Lepus_timidus	solo LTR	99	LTR[RELIK(-)]	308	CM019680.1	-	117464717	117465024	RELiK	2855	2956	1	306	102	117	83.333	9.43	35	0
ERV-RELIK.100-Lepus_timidus-LTR	RELIK	100	ERV	RELIK.100	Lepus_timidus	solo LTR	100	LTR[RELIK(+)]	301	VUAX01000324.1	+	4079126	4079426	RELiK	85	165	58	300	81	132	82.716	1.01	39	0
ERV-RELIK.101-Lepus_timidus-LTR	RELIK	101	ERV	RELIK.101	Lepus_timidus	solo LTR	101	LTR[RELIK(+)]	274	CM019683.1	+	100585917	100586190	RELiK	2897	2956	93	272	60	81.3	76.667	5.2	29	0
ERV-RELIK.102-Lepus_timidus-LTR	RELIK	102	ERV	RELIK.102	Lepus_timidus	solo LTR	102	LTR[RELIK(+)]	262	CM019676.1	+	92507550	92507811	RELiK	2829	2916	3	260	88	134	82.955	1.24	40	1
ERV-RELIK.103-Lepus_timidus-LTR	RELIK	103	ERV	RELIK.103	Lepus_timidus	solo LTR	103	LTR[RELIK(-)]	234	CM019676.1	-	52948899	52949132	RELiK	2904	2956	74	232	53	93.6	92.453	1.9	33	0
ERV-RELIK.104-Lepus_timidus-LTR	RELIK	104	ERV	RELIK.104	Lepus_timidus	solo LTR	104	LTR[RELIK(+)]	196	CM019686.1	+	17523652	17523847	RELiK	2893	2953	2	184	61	89	91.803	3.01	25	0
ERV-PSIV1.1-Microcebus_griseorufus-provirus	PSIV1	1	ERV	PSIV1.1	Microcebus_griseorufus	provirus	1	pol[pSIVgml(+)]-LTR[pSIVgml(+)]	6478	VSMI01178616.1	+	3	6480	PSIVgml	634	1718	963	4220	1086	1896	97.33	0	1	1
ERV-PSIV1.2-Microcebus_griseorufus-provirus	PSIV1	2	ERV	PSIV1.2	Microcebus_griseorufus	provirus	2	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-gag[pSIVgml(+)]	1670	VSMI01016508.1	+	8431	10100	PSIVgml	223	548	692	1669	326	551	90.798	0	1	0
ERV-PSIV1.3-Microcebus_griseorufus-LTR	PSIV1	3	ERV	PSIV1.3	Microcebus_griseorufus	solo LTR	3	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	428	VSMI01347163.1	-	919	1346	PSIVgml	16	141	45	428	128	167	81.25	1.29	51	1
ERV-PSIV1.4-Microcebus_griseorufus-LTR	PSIV1	4	ERV	PSIV1.4	Microcebus_griseorufus	solo LTR	4	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	427	VSMI01433890.1	-	28145	28571	PSIVgml	2332	2427	1	291	97	166	84.536	7.4	51	1
ERV-PSIV1.5-Microcebus_griseorufus-LTR	PSIV1	5	ERV	PSIV1.5	Microcebus_griseorufus	solo LTR	5	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	423	VSMI01086649.1	-	32080	32502	PSIVgml	2334	2453	2	364	121	179	76.033	1.58	55	1
ERV-PSIV1.6-Microcebus_griseorufus-LTR	PSIV1	6	ERV	PSIV1.6	Microcebus_griseorufus	solo LTR	6	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422	VSMI01222554.1	-	3293	3714	PSIVgml	1	126	1	375	131	108	58.779	1.02	30	2
ERV-PSIV1.7-Microcebus_griseorufus-LTR	PSIV1	7	ERV	PSIV1.7	Microcebus_griseorufus	solo LTR	7	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422	VSMI01422719.1	-	14229	14650	PSIVgml	2334	2415	2	250	83	159	92.771	6.46	56	1
ERV-PSIV1.8-Microcebus_griseorufus-LTR	PSIV1	8	ERV	PSIV1.8	Microcebus_griseorufus	solo LTR	8	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	422	VSMI01257546.1	+	395	816	PSIVgml	1	105	1	315	105	156	93.333	3.07	58	0
ERV-PSIV1.5-Microcebus_griseorufus-LTR	PSIV1	5	ERV	PSIV1.5	Microcebus_griseorufus	solo LTR	9	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	422	VSMI01132181.1	+	29874	30295	PSIVgml	2333	2452	1	360	121	153	69.421	1.83	46	2
ERV-PSIV1.10-Microcebus_griseorufus-LTR	PSIV1	10	ERV	PSIV1.10	Microcebus_griseorufus	solo LTR	10	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422	VSMI01202246.1	-	8366	8787	PSIVgml	1	105	1	315	105	150	93.333	2.22	56	0
ERV-PSIV1.11-Microcebus_griseorufus-LTR	PSIV1	11	ERV	PSIV1.11	Microcebus_griseorufus	solo LTR	11	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422	VSMI01070157.1	-	2997	3418	PSIVgml	2334	2415	2	250	83	159	92.771	4.76	55	1
ERV-PSIV1.12-Microcebus_griseorufus-LTR	PSIV1	12	ERV	PSIV1.12	Microcebus_griseorufus	solo LTR	12	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	420	VSMI01332051.1	-	2686	3105	PSIVgml	2334	2453	2	361	121	142	67.769	1.17	42	2
ERV-PSIV1.13-Microcebus_griseorufus-LTR	PSIV1	13	ERV	PSIV1.13	Microcebus_griseorufus	solo LTR	13	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420	VSMI01183987.1	+	37893	38312	PSIVgml	2334	2453	2	361	121	152	66.116	3.82	46	2
ERV-PSIV1.14-Microcebus_griseorufus-LTR	PSIV1	14	ERV	PSIV1.14	Microcebus_griseorufus	solo LTR	14	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420	VSMI01252309.1	+	3987	4406	PSIVgml	2334	2459	2	379	127	149	62.205	2.73	45	2
ERV-PSIV1.15-Microcebus_griseorufus-LTR	PSIV1	15	ERV	PSIV1.15	Microcebus_griseorufus	solo LTR	15	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420	VSMI01190802.1	+	10960	11379	PSIVgml	1	141	1	420	141	113	52.482	1.32	32	1
ERV-PSIV1.16-Microcebus_griseorufus-LTR	PSIV1	16	ERV	PSIV1.16	Microcebus_griseorufus	solo LTR	16	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420	VSMI01066237.1	+	6877	7296	PSIVgml	1	141	1	420	141	114	52.482	1.07	32	1
ERV-PSIV1.17-Microcebus_griseorufus-LTR	PSIV1	17	ERV	PSIV1.17	Microcebus_griseorufus	solo LTR	17	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	419	VSMI01475791.1	+	982	1400	PSIVgml	28	102	80	304	75	89	94.667	7.55	36	0
ERV-PSIV1.18-Microcebus_griseorufus-LTR	PSIV1	18	ERV	PSIV1.18	Microcebus_griseorufus	solo LTR	18	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	394	VSMI01305316.1	-	4572	4965	PSIVgml	3	141	2	394	143	100	51.049	2.59	28	4
ERV-PSIV1.19-Microcebus_griseorufus-LTR	PSIV1	19	ERV	PSIV1.19	Microcebus_griseorufus	solo LTR	19	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	389	VSMI01144141.1	-	9404	9792	PSIVgml	2334	2453	1	330	121	117	61.157	4.62	34	3
ERV-PSIV1.1-Microcebus_mittermeieri-provirus	PSIV1	1	ERV	PSIV1.1	Microcebus_mittermeieri	provirus	1	LTR[pSIVgml(-)]-env[pSIVgml(-)]	1150	VSMH01345205.1	-	16823	17972	PSIVgml	2100	2453	33	1091	361	427	72.299	4.54	138	5
ERV-PSIV1.2-Microcebus_mittermeieri-LTR	PSIV1	2	ERV	PSIV1.2	Microcebus_mittermeieri	solo LTR	2	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	427	VSMH01157547.1	-	22188	22614	PSIVgml	2332	2415	1	255	85	166	94.118	1.58	56	1
ERV-PSIV1.3-Microcebus_mittermeieri-LTR	PSIV1	3	ERV	PSIV1.3	Microcebus_mittermeieri	solo LTR	3	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	423	VSMH01231222.1	+	8421	8843	PSIVgml	1	95	3	287	95	143	97.895	5.75	53	0
