sequenceID	record_id	organism	target_datatype	target_version	target_name	scaffold	orientation	assigned_name	extract_start	extract_end	locus_structure	sequence_length
Oryctolagus_cuniculus_24620	24620	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0178	-	0	256349	256798	LTR[RELIK(-)]	450
Oryctolagus_cuniculus_24674	24674	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	118691364	118691813	LTR[RELIK(-)]	450
Oryctolagus_cuniculus_24737	24737	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	+	0	63879191	63879640	LTR[RELIK(+)]	450
Oryctolagus_cuniculus_24386	24386	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	-	0	23995664	23996115	LTR[RELIK(-)]	452
Oryctolagus_cuniculus_24559	24559	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	-	0	34473628	34474080	LTR[RELIK(-)]	453
Oryctolagus_cuniculus_24726	24726	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0246	-	0	240586	241039	LTR[RELIK(-)]	454
Oryctolagus_cuniculus_24331	24331	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	+	0	182660395	182660849	LTR[RELIK(+)]	455
Oryctolagus_cuniculus_24639	24639	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	119096184	119096638	LTR[RELIK(-)]	455
Oryctolagus_cuniculus_24728	24728	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	-	0	93520741	93521195	LTR[RELIK(-)]	455
Oryctolagus_cuniculus_24404	24404	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	-	0	66090107	66090563	LTR[RELIK(-)]	457
Oryctolagus_cuniculus_24568	24568	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	55648078	55648534	LTR[RELIK(+)]	457
Oryctolagus_cuniculus_24589	24589	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	-	0	136223359	136223815	LTR[RELIK(-)]	457
Oryctolagus_cuniculus_24709	24709	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr8	-	0	21259533	21259989	LTR[RELIK(-)]	457
Oryctolagus_cuniculus_24717	24717	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	-	0	95838832	95839288	LTR[RELIK(-)]	457
Oryctolagus_cuniculus_24749	24749	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	-	0	54853740	54854196	LTR[RELIK(-)]	457
Oryctolagus_cuniculus_24034	24034	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr8	+	0	105778818	105779275	LTR[RELIK(+)]	458
Oryctolagus_cuniculus_24286	24286	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	+	0	23965881	23966338	LTR[RELIK(+)]	458
Oryctolagus_cuniculus_24417	24417	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr20	+	0	19089344	19089801	LTR[RELIK(+)]	458
Oryctolagus_cuniculus_24655	24655	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	-	0	86097964	86098421	LTR[RELIK(-)]	458
Oryctolagus_cuniculus_24139	24139	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	+	0	107870963	107871421	LTR[RELIK(+)]	459
Oryctolagus_cuniculus_24569	24569	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr9	-	0	93463600	93464058	LTR[RELIK(-)]	459
Oryctolagus_cuniculus_24778	24778	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	38491854	38492312	LTR[RELIK(-)]	459
Oryctolagus_cuniculus_24779	24779	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	+	0	38299760	38300218	LTR[RELIK(+)]	459
Oryctolagus_cuniculus_24162	24162	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	+	0	79396011	79396470	LTR[RELIK(+)]	460
Oryctolagus_cuniculus_24346	24346	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	-	0	85177238	85177697	LTR[RELIK(-)]	460
Oryctolagus_cuniculus_24549	24549	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	-	0	85180815	85181275	LTR[RELIK(-)]	461
Oryctolagus_cuniculus_24753	24753	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	-	0	74498663	74499123	LTR[RELIK(-)]	461
Oryctolagus_cuniculus_24764	24764	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr9	+	0	113102563	113103023	LTR[RELIK(+)]	461
Oryctolagus_cuniculus_24531	24531	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	-	0	160173105	160173566	LTR[RELIK(-)]	462
Oryctolagus_cuniculus_24722	24722	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr17	+	0	63691901	63692362	LTR[RELIK(+)]	462
Oryctolagus_cuniculus_24119	24119	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0058	-	0	799475	799938	LTR[RELIK(-)]	464
Oryctolagus_cuniculus_24216	24216	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	108552302	108552768	LTR[RELIK(-)]	467
Oryctolagus_cuniculus_24373	24373	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	-	0	89492978	89493444	LTR[RELIK(-)]	467
Oryctolagus_cuniculus_24677	24677	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0016	+	0	3705422	3705891	LTR[RELIK(+)]	470
Oryctolagus_cuniculus_24364	24364	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	+	0	150226249	150226724	LTR[RELIK(+)]	476
Oryctolagus_cuniculus_24167	24167	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	41736551	41737027	LTR[RELIK(+)]	477
Oryctolagus_cuniculus_24025	24025	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	+	0	44869829	44870307	LTR[RELIK(+)]	479
Oryctolagus_cuniculus_24367	24367	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	+	0	18517311	18517789	LTR[RELIK(+)]	479
Oryctolagus_cuniculus_24504	24504	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	+	0	29783056	29783538	LTR[RELIK(+)]	483
Oryctolagus_cuniculus_24363	24363	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	+	0	99285925	99286408	LTR[RELIK(+)]	484
Oryctolagus_cuniculus_24630	24630	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr19	+	0	5170201	5170685	LTR[RELIK(+)]	485
Oryctolagus_cuniculus_24424	24424	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0041	+	0	671656	672144	LTR[RELIK(+)]	489
Oryctolagus_cuniculus_24538	24538	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr8	+	0	69881513	69882002	LTR[RELIK(+)]	490
Oryctolagus_cuniculus_24731	24731	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	-	0	43252855	43253344	LTR[RELIK(-)]	490
Oryctolagus_cuniculus_24175	24175	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr16	-	0	34924390	34924880	LTR[RELIK(-)]	491
Oryctolagus_cuniculus_24718	24718	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	-	0	43355638	43356128	LTR[RELIK(-)]	491
Oryctolagus_cuniculus_24060	24060	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	+	0	29879813	29880304	LTR[RELIK(+)]	492
Oryctolagus_cuniculus_24261	24261	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr16	-	0	19665137	19665628	LTR[RELIK(-)]	492
Oryctolagus_cuniculus_24210	24210	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0113	-	0	728578	729071	LTR[RELIK(-)]	494
Oryctolagus_cuniculus_24659	24659	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn1697	+	0	11636	12129	LTR[RELIK(+)]	494
Oryctolagus_cuniculus_24755	24755	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	+	0	20774088	20774581	LTR[RELIK(+)]	494
Oryctolagus_cuniculus_24192	24192	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	+	0	46961476	46961970	LTR[RELIK(+)]	495
Oryctolagus_cuniculus_24522	24522	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr3	-	0	133435038	133435532	LTR[RELIK(-)]	495
Oryctolagus_cuniculus_24668	24668	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	20373258	20373752	LTR[RELIK(+)]	495
Oryctolagus_cuniculus_24058	24058	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0072	-	0	604079	604574	LTR[RELIK(-)]	496
Oryctolagus_cuniculus_24429	24429	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr3	-	0	72687751	72688246	LTR[RELIK(-)]	496
Oryctolagus_cuniculus_24519	24519	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0019	-	0	986400	986895	LTR[RELIK(-)]	496
Oryctolagus_cuniculus_24730	24730	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	+	0	69711232	69711727	LTR[RELIK(+)]	496
Oryctolagus_cuniculus_24733	24733	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr17	-	0	61877911	61878407	LTR[RELIK(-)]	497
Oryctolagus_cuniculus_24247	24247	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	+	0	166604420	166604917	LTR[RELIK(+)]	498
Oryctolagus_cuniculus_24306	24306	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	-	0	27948609	27949106	LTR[RELIK(-)]	498
Oryctolagus_cuniculus_24328	24328	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr16	+	0	44809739	44810238	LTR[RELIK(+)]	500
Oryctolagus_cuniculus_24095	24095	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	-	0	62266703	62267203	LTR[RELIK(-)]	501
Oryctolagus_cuniculus_24274	24274	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	+	0	91443792	91444292	LTR[RELIK(+)]	501
Oryctolagus_cuniculus_24489	24489	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	+	0	56625826	56626326	LTR[RELIK(+)]	501
Oryctolagus_cuniculus_24766	24766	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0047	+	0	1129369	1129871	LTR[RELIK(+)]	503
Oryctolagus_cuniculus_24030	24030	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	-	0	31191453	31191958	LTR[RELIK(-)]	506
Oryctolagus_cuniculus_24249	24249	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	-	0	89466683	89467202	LTR[RELIK(-)]	520
Oryctolagus_cuniculus_24246	24246	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0057	-	0	999622	1000156	LTR[RELIK(-)]	535
Oryctolagus_cuniculus_24710	24710	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0180	-	0	326032	326573	LTR[RELIK(-)]	542
Oryctolagus_cuniculus_24468	24468	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0053	+	0	1145220	1145800	LTR[RELIK(+)]-LTR[RELIK(+)]	581
Oryctolagus_cuniculus_24685	24685	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0280	+	0	347864	348461	rev[RELIK(+)]-LTR[RELIK(+)]	598
Oryctolagus_cuniculus_24767	24767	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr4	+	0	84068570	84069176	LTR[RELIK(+)]-LTR[RELIK(+)]	607
Oryctolagus_cuniculus_24608	24608	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	-	0	12630773	12631475	LTR[RELIK(-)]-LTR[RELIK(-)]	703
Oryctolagus_cuniculus_24540	24540	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0043	+	0	448102	448875	LTR[RELIK(+)]-LTR[RELIK(+)]	774
Oryctolagus_cuniculus_24297	24297	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	10135744	10136523	gag[RELIK(-)]-LTR[RELIK(-)]	780
Oryctolagus_cuniculus_24699	24699	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	-	0	56652914	56653702	LTR[RELIK(-)]-LTR[RELIK(-)]	789
Oryctolagus_cuniculus_24496	24496	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	+	0	169798221	169799037	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]	817
Oryctolagus_cuniculus_24478	24478	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0054	+	0	540776	541610	gag[RELIK(+)]	835
Oryctolagus_cuniculus_24090	24090	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0172	+	0	549593	550821	env[RELIK(+)]-rev[RELIK(+)]	1229
Oryctolagus_cuniculus_24032	24032	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	-	0	17042361	17043651	LTR[RELIK(-)]-LTR[RELIK(-)]	1291
Oryctolagus_cuniculus_24658	24658	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr5	+	0	304082	305444	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]	1363
Oryctolagus_cuniculus_24269	24269	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0218	+	0	54557	56101	LTR[RELIK(+)]-gag[RELIK(+)]	1545
Oryctolagus_cuniculus_24773	24773	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0218	-	0	363039	364600	gag[RELIK(-)]-LTR[RELIK(-)]	1562
Oryctolagus_cuniculus_24396	24396	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn1117	-	0	19295	21291	env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	1997
Oryctolagus_cuniculus_24591	24591	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	-	0	43689947	43691967	gag[RELIK(-)]-LEA[RELIK(-)]-LTR[RELIK(-)]	2021
Oryctolagus_cuniculus_24014	24014	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0072	-	0	818702	821027	env[RELIK(-)]-pol[RELIK(-)]	2326
Oryctolagus_cuniculus_24204	24204	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	+	0	71788578	71791042	LTR[RELIK(+)]-gag[RELIK(+)]	2465
Oryctolagus_cuniculus_24295	24295	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn1041	+	0	29598	32913	gag[RELIK(+)]-pol[RELIK(+)]	3316
Oryctolagus_cuniculus_24414	24414	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	100118071	100121611	gag[RELIK(+)]-gag[RELIK(+)]-env[RELIK(+)]	3541
Oryctolagus_cuniculus_24790	24790	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0014	+	0	1663503	1667057	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	3555
Oryctolagus_cuniculus_24419	24419	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0129	+	0	5782	9426	pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]	3645
Oryctolagus_cuniculus_24245	24245	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0150	+	0	614483	618226	pol[RELIK(+)]-Vif[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]	3744
Oryctolagus_cuniculus_24402	24402	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0358	+	0	33935	37697	pol[RELIK(+)]-Vif[RELIK(+)]-tat[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]	3763
Oryctolagus_cuniculus_24616	24616	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0163	-	0	111410	115174	rev[RELIK(-)]-env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	3765
Oryctolagus_cuniculus_24514	24514	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn1247	-	0	14791	18559	rev[RELIK(-)]-env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	3769
Oryctolagus_cuniculus_24555	24555	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	-	0	151675770	151679658	env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	3889
Oryctolagus_cuniculus_24035	24035	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	+	0	4142412	4146319	gag[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	3908
Oryctolagus_cuniculus_24598	24598	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	63167893	63172005	pol[RELIK(-)]-gag[RELIK(-)]	4113
Oryctolagus_cuniculus_24069	24069	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	-	0	43537405	43541603	env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	4199
Oryctolagus_cuniculus_24198	24198	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0072	-	0	249681	254088	env[RELIK(-)]-gag[RELIK(-)]	4408
Oryctolagus_cuniculus_24406	24406	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	+	0	53025611	53030107	LTR[RELIK(+)]-pol[RELIK(+)]-LTR[RELIK(+)]	4497
Oryctolagus_cuniculus_24148	24148	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr17	-	0	59887678	59892348	rev[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-gag[RELIK(-)]	4671
Oryctolagus_cuniculus_24300	24300	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0091	-	0	936830	941625	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	4796
Oryctolagus_cuniculus_24116	24116	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	-	0	43677893	43682755	LTR[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	4863
Oryctolagus_cuniculus_24681	24681	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	+	0	23005523	23010420	gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]	4898
Oryctolagus_cuniculus_24544	24544	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	94601011	94606131	pol[RELIK(+)]-env[RELIK(+)]	5121
Oryctolagus_cuniculus_24313	24313	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0119	+	0	576246	581800	LTR[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	5555
Oryctolagus_cuniculus_24202	24202	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0227	-	0	471412	476995	env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	5584
Oryctolagus_cuniculus_24353	24353	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr3	-	0	58756218	58762344	env[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]	6127
Oryctolagus_cuniculus_24391	24391	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0187	+	0	421872	428041	gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]	6170
Oryctolagus_cuniculus_24207	24207	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0451	+	0	110803	117010	gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]	6208
Oryctolagus_cuniculus_24079	24079	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0227	-	0	265615	271970	env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	6356
Oryctolagus_cuniculus_24174	24174	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr12	-	0	10124448	10131407	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	6960
Oryctolagus_cuniculus_24144	24144	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr5	-	0	26952	34132	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-gag[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	7181
Oryctolagus_cuniculus_24474	24474	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0420	+	0	128470	135676	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	7207
Oryctolagus_cuniculus_24382	24382	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	-	0	11680204	11687469	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	7266
Oryctolagus_cuniculus_24518	24518	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr21	+	0	5199232	5206574	LTR[RELIK(+)]-gag[RELIK(+)]-LTR[RELIK(+)]-LTR[RELIK(+)]	7343
Oryctolagus_cuniculus_24615	24615	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	+	0	61683277	61690620	LTR[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	7344
Oryctolagus_cuniculus_24251	24251	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0514	-	0	114056	121539	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	7484
Oryctolagus_cuniculus_24664	24664	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0280	+	0	316380	323917	LTR[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	7538
Oryctolagus_cuniculus_24019	24019	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0420	+	0	530	8098	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	7569
Oryctolagus_cuniculus_24292	24292	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0420	+	0	104234	111814	LTR[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	7581
Oryctolagus_cuniculus_24602	24602	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0113	-	0	241307	249009	pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-gag[RELIK(-)]-LEA[RELIK(-)]-LTR[RELIK(-)]	7703
Oryctolagus_cuniculus_24171	24171	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	-	0	66533562	66541271	env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	7710
Oryctolagus_cuniculus_24151	24151	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0002	-	0	11599487	11607641	env[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]	8155
Oryctolagus_cuniculus_24663	24663	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	+	0	16862234	16870514	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-tat[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	8281
Oryctolagus_cuniculus_24260	24260	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr4	-	0	89436702	89445102	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	8401
Oryctolagus_cuniculus_24184	24184	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	+	0	39080385	39089073	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	8689
Oryctolagus_cuniculus_24738	24738	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	-	0	42946755	42955513	env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	8759
