sequenceID	record_ID	organism	virus_subgenus	virus_clade	assigned_name	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches
2137636_Neovison_vison	2137636	Neovison_vison	Non-primate	Mustelid	MELVmpf	gag	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000040.1	8802588	8802934	347	+	151	92.405	2	46	379	457	55	291	79	0	6
2124621_Neovison_vison	2124621	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000040.1	8803087	8804707	1621	+	800	84.701	0	1	1	451	123	1475	451	0	69
2124618_Neovison_vison	2124618	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000040.1	8808715	8809677	963	+	524	85.358	0	1	500	820	1	963	321	0	47
3002575_Neovison_vison	3002575	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000040.1	8809720	8810303	584	+	728	91.541	0	1	1	530	1	528	532	5	39
3002545_Neovison_vison	3002545	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000120.1	97112	97625	514	-	588	87.242	6	172	1	530	1	514	533	15	46
3002546_Neovison_vison	3002546	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000208.1	1932183	1932707	525	-	425	81.835	6	123	1	530	1	525	545	22	64
3002573_Neovison_vison	3002573	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000254.1	1512815	1513484	670	+	403	87.749	3	116	1	348	1	347	351	6	36
2693261_Neovison_vison	2693261	Neovison_vison	Non-primate	Mustelid	MELVmpf	pol	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000254.1	1513473	1518080	4608	+	1016	88.612	0	1	556	1105	2908	4587	562	2	50
2124617_Neovison_vison	2124617	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000254.1	1518131	1518493	363	-	229	90.909	5	73	135	255	1	363	121	0	11
2124616_Neovison_vison	2124616	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000254.1	1518523	1518852	330	+	172	74.545	2	52	23	132	1	330	110	0	28
3002578_Neovison_vison	3002578	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000285.1	842947	843527	581	+	695	90.414	0	1	1	530	1	528	532	5	45
3002551_Neovison_vison	3002551	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000348.1	132236	132342	107	-	171	95.327	5	47	424	530	1	107	107	0	5
2124622_Neovison_vison	2124622	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000348.1	132382	132630	249	-	144	80.488	4	43	8	89	1	246	82	0	16
2124620_Neovison_vison	2124620	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000348.1	132755	135283	2529	-	665	80.964	0	1	1	394	123	1301	394	1	74
2124604_Neovison_vison	2124604	Neovison_vison	Non-primate	Mustelid	MELVmpf	vif	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000348.1	135410	135724	315	-	182	79.048	5	62	46	150	1	315	105	0	22
2693262_Neovison_vison	2693262	Neovison_vison	Non-primate	Mustelid	MELVmpf	pol	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000348.1	135976	137550	1575	-	929	89.768	0	1	600	1105	1	1554	518	1	41
3002576_Neovison_vison	3002576	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000348.1	137722	137903	182	-	163	94.34	2	44	425	530	1	106	106	0	6
3002555_Neovison_vison	3002555	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000476.1	541690	542067	378	-	230	84.774	3	64	112	351	1	231	243	8	22
2693264_Neovison_vison	2693264	Neovison_vison	Non-primate	Mustelid	MELVmpf	pol	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000502.1	623296	625172	1877	-	538	72.513	2	180	1	382	693	1838	382	0	105
1963745_Neovison_vison	1963745	Neovison_vison	Non-primate	Mustelid	MELVmpf	gag	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01000502.1	630349	630651	303	-	167	90.099	2	52	1	101	1	303	101	0	10
3002577_Neovison_vison	3002577	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000502.1	630652	631371	720	-	706	90.789	0	1	1	530	1	528	532	5	43
3002571_Neovison_vison	3002571	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000739.1	119961	120553	593	-	725	91.312	0	1	1	530	1	537	541	9	32
3002572_Neovison_vison	3002572	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000802.1	3207	3786	580	+	704	90.789	0	1	1	530	1	527	532	6	42
3002579_Neovison_vison	3002579	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01000825.1	87724	88253	530	-	446	90	4	129	1	347	1	346	350	6	28
3002574_Neovison_vison	3002574	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01001227.1	3855	4573	719	+	749	92.293	0	1	1	530	1	527	532	6	34
2693268_Neovison_vison	2693268	Neovison_vison	Non-primate	Mustelid	MELVmpf	pol	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01001227.1	4564	9099	4536	+	1073	93.793	0	1	1	580	1190	2929	580	0	36
2124619_Neovison_vison	2124619	Neovison_vison	Non-primate	Mustelid	MELVmpf	env	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	ORF	FNWR01001227.1	9597	11915	2319	+	688	84.359	0	1	1	390	87	1256	390	0	61
3002542_Neovison_vison	3002542	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01001227.1	12005	12210	206	+	239	87.619	3	67	1	208	1	206	210	5	20
3002549_Neovison_vison	3002549	Neovison_vison	Non-primate	Mustelid	MELVmpf	LTR	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	UTR	FNWR01001227.1	12247	12312	66	+	86	89.706	1	21	213	280	1	66	68	2	5
2978961_Oryctolagus_cuniculus	2978961	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	10713129	10713522	394	+	571	92.714	5	167	99	496	1	394	398	2	25
2978869_Oryctolagus_cuniculus	2978869	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	11680204	11680585	382	-	496	89.948	3	144	109	496	1	382	388	1	33
1433468_Oryctolagus_cuniculus	1433468	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr1	11680792	11681829	1038	-	506	87.888	1	175	485	806	1	966	322	0	39
2699294_Oryctolagus_cuniculus	2699294	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr1	11682506	11684521	2016	-	501	86.306	1	165	796	1109	1078	2016	314	1	42
2699287_Oryctolagus_cuniculus	2699287	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr1	11684818	11686978	2161	-	591	89.535	0	1	1	344	1	1032	344	0	36
2979043_Oryctolagus_cuniculus	2979043	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	11686981	11687469	489	-	486	89.313	2	141	109	494	1	392	393	2	34
2978892_Oryctolagus_cuniculus	2978892	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	27948609	27949106	498	-	725	92.972	0	1	1	496	1	498	498	2	33
2978975_Oryctolagus_cuniculus	2978975	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	31191453	31191958	506	-	671	90.945	0	1	1	496	1	506	508	5	32
2978919_Oryctolagus_cuniculus	2978919	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	42845260	42845698	439	-	604	91.391	6	177	47	496	1	439	453	5	22
2979049_Oryctolagus_cuniculus	2979049	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	53025611	53026174	564	+	656	92.241	0	1	34	496	1	464	464	1	35
2699316_Oryctolagus_cuniculus	2699316	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr1	53026175	53029385	3211	+	543	97.112	0	1	1	277	1644	2474	277	0	8
2978920_Oryctolagus_cuniculus	2978920	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	53029642	53030107	466	+	641	91.631	0	1	34	496	1	466	466	3	36
2978951_Oryctolagus_cuniculus	2978951	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	108334458	108334890	433	+	532	88.667	3	155	47	496	1	433	450	5	34
2979009_Oryctolagus_cuniculus	2979009	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	136223359	136223815	457	-	481	88.945	1	139	110	496	60	457	398	3	33
2978862_Oryctolagus_cuniculus	2978862	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	160489881	160490273	393	-	433	86.902	2	125	109	496	1	393	397	9	39
2978840_Oryctolagus_cuniculus	2978840	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	163025934	163026262	329	+	350	86.405	2	100	178	496	1	329	331	4	31
2978925_Oryctolagus_cuniculus	2978925	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	166622007	166622321	315	-	375	88.088	3	108	178	496	1	315	319	3	34
2979021_Oryctolagus_cuniculus	2979021	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	182660395	182660849	455	+	484	89.114	8	141	109	496	62	455	395	2	35
2978830_Oryctolagus_cuniculus	2978830	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr1	188561526	188561974	449	+	580	90	9	170	47	496	1	449	450	1	44
2978986_Oryctolagus_cuniculus	2978986	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	30217058	30217471	414	+	431	94.928	9	125	47	321	1	276	276	1	13
2979023_Oryctolagus_cuniculus	2979023	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	38299760	38300218	459	+	481	92.56	1	139	1	335	1	335	336	2	23
2978849_Oryctolagus_cuniculus	2978849	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	43252855	43253344	490	-	701	92.369	0	1	1	496	1	490	498	5	28
2978898_Oryctolagus_cuniculus	2978898	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	43355638	43356128	491	-	673	91.365	0	1	1	496	1	491	498	5	34
2978911_Oryctolagus_cuniculus	2978911	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	50670953	50671226	274	-	383	91.756	2	110	218	496	1	274	279	5	18
2978964_Oryctolagus_cuniculus	2978964	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	51674310	51674522	213	+	316	93.427	1	90	284	496	1	213	213	0	14
2978938_Oryctolagus_cuniculus	2978938	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	63166537	63166863	327	-	486	93.578	2	141	171	496	1	327	327	1	20
2979029_Oryctolagus_cuniculus	2979029	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	76415088	76415501	414	+	381	91.697	10	110	47	321	1	276	277	2	20
2978988_Oryctolagus_cuniculus	2978988	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr11	79396011	79396470	460	+	444	91.615	1	128	1	321	1	322	322	1	26
2978867_Oryctolagus_cuniculus	2978867	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	10124448	10124906	459	-	472	85.17	6	137	1	496	1	459	499	12	31
1433400_Oryctolagus_cuniculus	1433400	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	10125081	10127359	2279	-	647	92.09	0	1	68	417	1	1056	354	2	22
2699353_Oryctolagus_cuniculus	2699353	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	10128491	10129687	1197	-	705	92.929	0	1	342	737	1	1188	396	0	28
2699303_Oryctolagus_cuniculus	2699303	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	10129713	10131407	1695	-	377	93.401	8	171	142	338	1105	1695	197	0	13
2575706_Oryctolagus_cuniculus	2575706	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	23005523	23006857	1335	+	544	64.896	0	1	1	430	1	1296	433	3	148
2699338_Oryctolagus_cuniculus	2699338	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	23007067	23009856	2790	+	561	76.012	0	1	212	556	395	1432	346	1	82
2978947_Oryctolagus_cuniculus	2978947	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	29879813	29880304	492	+	712	92.742	0	1	3	496	1	492	496	2	30
2978968_Oryctolagus_cuniculus	2978968	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	38491854	38492312	459	-	483	93.769	3	140	1	321	1	321	321	0	20
2699302_Oryctolagus_cuniculus	2699302	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	63167893	63170507	2615	-	654	69.936	0	1	61	529	1	1395	469	3	137
2575711_Oryctolagus_cuniculus	2575711	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr12	63170606	63172005	1400	-	342	63.878	9	147	174	434	519	1307	263	1	93
2979027_Oryctolagus_cuniculus	2979027	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	63879191	63879640	450	+	368	87.926	8	106	1	321	1	312	323	4	26
2978955_Oryctolagus_cuniculus	2978955	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	91443792	91444292	501	+	704	92.216	0	1	1	496	1	501	501	3	34
2978937_Oryctolagus_cuniculus	2978937	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	99285925	99286408	484	+	623	89.759	0	1	1	496	1	484	498	6	35
2979025_Oryctolagus_cuniculus	2979025	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	108552302	108552768	467	-	398	88.788	1	114	1	322	1	330	330	2	29
2978923_Oryctolagus_cuniculus	2978923	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	118691364	118691813	450	-	649	92.667	0	1	47	496	1	450	450	0	33
2979024_Oryctolagus_cuniculus	2979024	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr12	119096184	119096638	455	-	481	93.769	1	139	1	321	1	319	321	2	18
2978877_Oryctolagus_cuniculus	2978877	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	20774088	20774581	494	+	704	92.354	0	1	1	496	1	494	497	4	34
2978994_Oryctolagus_cuniculus	2978994	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	34473628	34474080	453	-	483	93.808	3	140	1	321	1	322	323	3	17
2979052_Oryctolagus_cuniculus	2979052	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	39080385	39080794	410	+	342	86.306	4	98	183	496	1	314	314	0	43
2575698_Oryctolagus_cuniculus	2575698	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	39080795	39082380	1586	+	389	95.897	0	1	284	478	847	1431	195	0	8
2699348_Oryctolagus_cuniculus	2699348	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	39082604	39084697	2094	+	731	93.35	0	1	356	761	782	1996	406	1	26
2699290_Oryctolagus_cuniculus	2699290	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	39085642	39087059	1418	+	470	89.007	1	156	828	1109	131	976	282	0	31
1433382_Oryctolagus_cuniculus	1433382	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	39087857	39088546	690	+	378	93.478	2	127	597	826	1	690	230	0	15
2978865_Oryctolagus_cuniculus	2978865	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	44869829	44870307	479	+	660	91.296	0	1	1	494	1	479	494	4	28
2978958_Oryctolagus_cuniculus	2978958	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	61683277	61683705	429	+	542	89.238	4	158	51	496	1	429	446	3	31
2699347_Oryctolagus_cuniculus	2699347	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	61683808	61688302	4495	+	974	91.039	0	1	2	559	1295	2968	558	0	50
1433367_Oryctolagus_cuniculus	1433367	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr13	61689243	61689809	567	+	338	89.418	8	113	640	828	1	567	189	0	20
2978872_Oryctolagus_cuniculus	2978872	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	61690120	61690620	501	+	649	90.258	0	1	1	496	1	501	503	4	40
2978879_Oryctolagus_cuniculus	2978879	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	62266703	62267203	501	-	726	93.042	0	1	1	496	1	501	503	2	26
2978851_Oryctolagus_cuniculus	2978851	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	67002381	67002810	430	-	608	92.148	4	178	1	433	1	430	433	2	31
2978971_Oryctolagus_cuniculus	2978971	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr13	85180815	85181275	461	-	462	92.331	4	134	1	324	1	326	326	1	23
2978883_Oryctolagus_cuniculus	2978883	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	12630773	12631051	279	-	375	91.039	3	108	143	420	1	279	279	1	24
2978942_Oryctolagus_cuniculus	2978942	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	56652914	56653159	246	-	405	96.356	3	117	250	496	1	246	247	1	8
2978912_Oryctolagus_cuniculus	2978912	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	60530568	60531017	450	+	671	93.556	0	1	47	496	1	450	450	0	29
2978826_Oryctolagus_cuniculus	2978826	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	61368192	61368628	437	+	569	90	2	166	47	496	1	437	450	4	32
2979010_Oryctolagus_cuniculus	2979010	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	70800100	70800542	443	-	372	88.037	6	107	1	326	1	311	326	5	24
2978974_Oryctolagus_cuniculus	2978974	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	132569442	132569849	408	+	394	92.754	1	113	47	322	1	271	276	4	15
2978864_Oryctolagus_cuniculus	2978864	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	150226249	150226724	476	+	617	90.167	0	1	23	496	1	476	478	3	41
2978845_Oryctolagus_cuniculus	2978845	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	150863838	150864211	374	+	468	89.655	6	136	47	413	1	374	377	5	26
2978930_Oryctolagus_cuniculus	2978930	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr14	160173105	160173566	462	-	604	90.323	6	177	34	496	1	462	465	3	40
2978962_Oryctolagus_cuniculus	2978962	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	56625826	56626326	501	+	665	90.855	0	1	1	496	1	501	503	6	37
2978905_Oryctolagus_cuniculus	2978905	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	66529089	66529407	319	-	394	88.923	9	114	174	496	1	319	325	4	28
2699369_Oryctolagus_cuniculus	2699369	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr15	66537374	66541013	3640	-	768	90.115	0	1	1	434	1263	2543	435	2	34
2978978_Oryctolagus_cuniculus	2978978	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	85177238	85177697	460	-	420	90.123	2	121	1	322	1	324	324	1	30
2979026_Oryctolagus_cuniculus	2979026	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	86097964	86098421	458	-	398	89.164	1	114	1	321	1	320	323	4	30
2978987_Oryctolagus_cuniculus	2978987	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	89492978	89493444	467	-	414	89.697	1	119	1	322	1	330	330	2	26
2978997_Oryctolagus_cuniculus	2978997	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	107870963	107871421	459	+	427	90.432	1	123	1	324	1	324	324	0	31
2979022_Oryctolagus_cuniculus	2979022	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr15	108397696	108398110	415	+	390	92.086	2	112	47	322	1	278	278	1	20
2978945_Oryctolagus_cuniculus	2978945	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr16	19665137	19665628	492	-	649	90.505	0	1	4	496	1	492	495	5	42
2978940_Oryctolagus_cuniculus	2978940	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr16	19678981	19679294	314	+	398	89.49	7	115	183	496	1	314	314	0	33
