taxon	sequenceID	pubmed_id	name	isolate	country	collection_year
alignment/AL_SRLV/member/ncbi-curated-srlv/MG996440	MG996440	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179145	MH179145	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179146	MH179146	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179147	MH179147	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179148	MH179148	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179149	MH179149	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179150	MH179150	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179151	MH179151	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179152	MH179152	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179153	MH179153	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179154	MH179154	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179155	MH179155	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179156	MH179156	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179157	MH179157	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179158	MH179158	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH179159	MH179159	29890760	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374283	MH374283	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374284	MH374284	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374285	MH374285	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374286	MH374286	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374287	MH374287	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374288	MH374288	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374289	MH374289	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374290	MH374290	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH374291	MH374291	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790874	MH790874	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790875	MH790875	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790876	MH790876	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790877	MH790877	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790878	MH790878	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790879	MH790879	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790880	MH790880	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790881	MH790881	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790882	MH790882	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790883	MH790883	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790884	MH790884	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790885	MH790885	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790886	MH790886	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH790887	MH790887	30739201	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH916859	MH916859	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MH936674	MH936674	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348325	MK348325	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348326	MK348326	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348327	MK348327	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348328	MK348328	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348329	MK348329	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348330	MK348330	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348331	MK348331	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348332	MK348332	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348333	MK348333	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348334	MK348334	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348335	MK348335	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348336	MK348336	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348337	MK348337	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348338	MK348338	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348339	MK348339	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348340	MK348340	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348341	MK348341	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348342	MK348342	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348343	MK348343	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348344	MK348344	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348345	MK348345	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348346	MK348346	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348347	MK348347	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348348	MK348348	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348349	MK348349	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348350	MK348350	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348351	MK348351	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348352	MK348352	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348353	MK348353	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348354	MK348354	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348355	MK348355	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348356	MK348356	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348357	MK348357	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348358	MK348358	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348359	MK348359	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348360	MK348360	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348361	MK348361	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348362	MK348362	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348363	MK348363	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348364	MK348364	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348365	MK348365	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348366	MK348366	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348367	MK348367	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348368	MK348368	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348369	MK348369	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348370	MK348370	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348371	MK348371	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348372	MK348372	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348373	MK348373	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348374	MK348374	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348375	MK348375	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348376	MK348376	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348377	MK348377	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348378	MK348378	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348379	MK348379	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348380	MK348380	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348381	MK348381	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348382	MK348382	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348383	MK348383	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348384	MK348384	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348385	MK348385	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348386	MK348386	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348387	MK348387	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348388	MK348388	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348389	MK348389	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348390	MK348390	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348391	MK348391	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348392	MK348392	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348393	MK348393	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348394	MK348394	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348395	MK348395	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348396	MK348396	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348397	MK348397	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348398	MK348398	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348399	MK348399	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348400	MK348400	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348401	MK348401	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348402	MK348402	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348403	MK348403	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348404	MK348404	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348405	MK348405	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348406	MK348406	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348407	MK348407	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348408	MK348408	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348409	MK348409	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348410	MK348410	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348411	MK348411	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348412	MK348412	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348413	MK348413	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348414	MK348414	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348415	MK348415	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348416	MK348416	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348417	MK348417	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348418	MK348418	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348419	MK348419	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348420	MK348420	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348421	MK348421	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348422	MK348422	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348423	MK348423	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348424	MK348424	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348425	MK348425	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348426	MK348426	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348427	MK348427	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348428	MK348428	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MK348429	MK348429	30889906	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233104	MN233104	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233105	MN233105	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233106	MN233106	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233107	MN233107	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233108	MN233108	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233109	MN233109	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233110	MN233110	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233111	MN233111	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233112	MN233112	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233113	MN233113	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233114	MN233114	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233115	MN233115	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233116	MN233116	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233117	MN233117	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233118	MN233118	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233119	MN233119	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233120	MN233120	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233121	MN233121	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233122	MN233122	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233123	MN233123	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233124	MN233124	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233125	MN233125	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233126	MN233126	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233127	MN233127	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233128	MN233128	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233129	MN233129	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233130	MN233130	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233131	MN233131	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233132	MN233132	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233133	MN233133	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233134	MN233134	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233135	MN233135	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233136	MN233136	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233137	MN233137	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233138	MN233138	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233139	MN233139	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233140	MN233140	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233141	MN233141	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233142	MN233142	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233143	MN233143	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233144	MN233144	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233145	MN233145	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233146	MN233146	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233147	MN233147	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233148	MN233148	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233149	MN233149	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233150	MN233150	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/MN233151	MN233151	32042070	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/X54379	X54379	-	Visna-maedi virus	ZZV 1050	Netherlands	1982
